0.000000000000000000e+00,-2.698034925784382077e-04,9.990523489812251912e-01,-9.476510187747742538e-04,0.000000000000000000e+00,-9.476510187747742538e-04,1.999052348981225302e+00,0.000000000000000000e+00,-9.476510187747742538e-04,-9.476510187747742538e-04,0.000000000000000000e+00,-6.267363094568142567e-04,1.321461951181562400e+00,0.000000000000000000e+00,1.322088687491019376e+00,-1.253472618913628513e-03,0.000000000000000000e+00,-6.267363094568142567e-04,-1.253472618913628513e-03,0.000000000000000000e+00
1.000200040008001670e+05,-2.698034915356222006e-04,9.988415617368925359e-01,2.242919081325051717e-02,0.000000000000000000e+00,2.244150508873311856e-02,1.998980214825716972e+00,0.000000000000000000e+00,-9.585491362529150383e-04,-9.698014140165774847e-04,0.000000000000000000e+00,-2.320100111416857971e-02,1.321199786061758141e+00,0.000000000000000000e+00,1.322057605631089539e+00,-6.901189744759206844e-03,0.000000000000000000e+00,-6.052985838146060244e-04,-1.250543982438720447e-03,0.000000000000000000e+00
2.000400080016003340e+05,-2.698034929125596101e-04,9.982315434927383491e-01,4.579672512786898270e-02,0.000000000000000000e+00,4.582952769589319908e-02,1.998808177197092695e+00,0.000000000000000000e+00,-9.690678456663101960e-04,-9.918955722263680854e-04,0.000000000000000000e+00,-4.575626334087749131e-02,1.320409913482457398e+00,0.000000000000000000e+00,1.321960555800956172e+00,-1.254727691092293908e-02,0.000000000000000000e+00,-5.838475898170610457e-04,-1.247115325000619328e-03,0.000000000000000000e+00
3.000600120024004718e+05,-2.698034967003584608e-04,9.972227983169460463e-01,6.914562667692437936e-02,0.000000000000000000e+00,6.921525039490122877e-02,1.998536280361306705e+00,0.000000000000000000e+00,-9.792070719151625777e-04,-1.013924664747841223e-03,0.000000000000000000e+00,-6.827356019603440795e-02,1.319093704639042963e+00,0.000000000000000000e+00,1.321797621704745795e+00,-1.818999061371116138e-02,0.000000000000000000e+00,-5.624013628728653531e-04,-1.243188775156245937e-03,0.000000000000000000e+00
4.000800160032006679e+05,-2.698035028829150975e-04,9.958161648355843276e-01,9.246660248751727151e-02,0.000000000000000000e+00,9.259750874168257151e-02,1.998164599383660089e+00,0.000000000000000000e+00,-9.889670583268981002e-04,-1.035879908168200331e-03,0.000000000000000000e+00,-9.073404387043015884e-02,1.317253435342827794e+00,0.000000000000000000e+00,1.321568941581646506e+00,-2.382759297618181060e-02,0.000000000000000000e+00,-5.409778551474530607e-04,-1.238767317273145249e-03,0.000000000000000000e+00
5.001000200040008058e+05,-2.698035114370362676e-04,9.940128136971257966e-01,1.157504077778186008e-01,0.000000000000000000e+00,1.159751412177905672e-01,1.997693240006936044e+00,0.000000000000000000e+00,-9.983483647064141878e-04,-1.057752579364440882e-03,0.000000000000000000e+00,-1.131190380122087807e-01,1.314892275236664743e+00,0.000000000000000000e+00,1.321274707853214325e+00,-2.945835426726813380e-02,0.000000000000000000e+00,-5.195948818027640130e-04,-1.233854780099775950e-03,0.000000000000000000e+00
6.001200240048009437e+05,-2.698035223326063041e-04,9.918142440475681276e-01,1.389878616449788939e-01,0.000000000000000000e+00,1.393469901849267445e-01,1.997122338485175064e+00,0.000000000000000000e+00,-1.007351864443889813e-03,-1.079534030312300245e-03,0.000000000000000000e+00,-1.354100930311047668e-01,1.312014272838491369e+00,0.000000000000000000e+00,1.320915166642200766e+00,-3.508055539628493480e-02,0.000000000000000000e+00,-4.982700682852057080e-04,-1.228455821388190795e-03,0.000000000000000000e+00
7.001400280056010233e+05,-2.698035355328017981e-04,9.892222790401044019e-01,1.621698624524816057e-01,0.000000000000000000e+00,1.627119028298223968e-01,1.996452061373592324e+00,0.000000000000000000e+00,-1.015978740701809629e-03,-1.101215702589174346e-03,0.000000000000000000e+00,-1.575890398674555937e-01,1.308624336551085898e+00,0.000000000000000000e+00,1.320490617164491010e+00,-4.069249037468167240e-02,0.000000000000000000e+00,-4.770207990103354171e-04,-1.222575908704193757e-03,0.000000000000000000e+00
8.001600320064012194e+05,-2.698035509943531082e-04,9.862390604096178404e-01,1.852874028470567758e-01,0.000000000000000000e+00,1.860687320972552738e-01,1.995682605275291843e+00,0.000000000000000000e+00,-1.024230481708874934e-03,-1.122789141504982550e-03,0.000000000000000000e+00,-1.796380418778577570e-01,1.304728211812069549e+00,0.000000000000000000e+00,1.320001410996227920e+00,-4.629246873703986298e-02,0.000000000000000000e+00,-4.558641677756229281e-04,-1.216221296593928206e-03,0.000000000000000000e+00
9.001800360072014155e+05,-2.698035686678414320e-04,9.828670421482459396e-01,2.083315843386480404e-01,0.000000000000000000e+00,2.094163376090136808e-01,1.994814196545564799e+00,0.000000000000000000e+00,-1.032108875194162481e-03,-1.144246009798247305e-03,0.000000000000000000e+00,-2.015396445115720803e-01,1.300332454591323517e+00,0.000000000000000000e+00,1.319447951218653881e+00,-5.187881791347188215e-02,0.000000000000000000e+00,-4.348169302117691360e-04,-1.209399000307223105e-03,0.000000000000000000e+00
