0.000000000000000000e+00,-6.780585372280159171e-05,-4.331852066009247992e-02,-1.102194270983348106e-07,-5.220411162197121870e-08,6.673154986359911001e-02,1.359045980770971079e-02,6.436958524222905105e-03,5.080514405121066791e-06,-1.102194270983348106e-07,-5.220411162197121870e-08,1.199771108469690091e-06,-8.511836916662386399e-01,0.000000000000000000e+00,-1.479361801940902443e-01,7.264419542168427668e-01,0.000000000000000000e+00,1.199771108469690091e-06,1.045724780770227949e-04,0.000000000000000000e+00
1.000200040008001451e+04,-6.780214449854461201e-05,-4.207764472306612519e-02,-9.403032419981057280e-03,-5.211444258237844382e-08,6.460060280523530207e-02,2.156841430149196784e-02,6.390064565243071086e-03,4.936760629818443165e-06,1.045360861925634837e-06,-5.182376114184491287e-08,2.220670898209003707e-01,-8.266969619101200983e-01,1.636043523071596769e-08,-2.339830240163747188e-01,7.034068630995584659e-01,-8.404593185317716167e-03,-2.692151151435652858e-05,1.015814848448805410e-04,6.816846692559205192e-08
2.000400080016002903e+04,-6.779617515825644232e-05,-3.839230942902430166e-02,-1.825783176489214482e-02,-5.182986080849193231e-08,6.152847065226876161e-02,2.923214131577047542e-02,6.250066166814470525e-03,4.483404403736705333e-06,2.132355717812787291e-06,-5.068825549293356548e-08,4.372951235089583832e-01,-7.525483153532882552e-01,3.562989014428228869e-08,-3.166198717412044283e-01,6.701246293035478807e-01,-1.668661546904290013e-02,-5.418305117870974777e-05,9.222859403184186259e-05,1.353423701090178923e-07
3.000600120024004354e+04,-6.778734659957288814e-05,-3.238200694443519462e-02,-2.600238855845738231e-02,-5.129937598692862302e-08,5.755992827385816857e-02,3.647000119036955534e-02,6.019005060490813762e-03,3.735589980980201285e-06,3.078720016265495735e-06,-4.881416200437531717e-08,6.375042097175779299e-01,-6.269916510383141128e-01,6.122711160807565061e-08,-3.946419822608361883e-01,6.270809912508565898e-01,-2.472528203454587778e-02,-7.953289583344939678e-05,7.628326065426057365e-05,2.005415667906443334e-07
4.000800160032005806e+04,-6.777475268759294966e-05,-2.427137492617622086e-02,-3.205151032592085114e-02,-5.043113389518077767e-08,5.275281787506807402e-02,4.317656999383668454e-02,5.700250947451402511e-03,2.722001173322482664e-06,3.809363882483549893e-06,-4.622882461787540305e-08,8.116799566142844924e-01,-4.478319166153796882e-01,9.711349152297592782e-08,-4.669121171263665993e-01,5.749042136172655137e-01,-3.240337423083153312e-02,-1.015508464300534226e-04,5.345551976732430973e-05,2.628147693536874980e-07
5.001000200040006894e+04,-6.775717698674986304e-05,-1.443112356351250111e-02,-3.579920873994729691e-02,-4.908532171417423357e-08,4.717720293105546331e-02,4.925417858595525916e-02,5.298452123292976892e-03,1.490179633375305329e-06,4.246435702119068936e-06,-4.296996432063370324e-08,9.442683317797403442e-01,-2.139759088476111681e-01,1.479432875335459729e-07,-5.323771686279774595e-01,5.143558707425467391e-01,-3.960895646371080658e-02,-1.182268770505032299e-04,2.359732066808160084e-05,3.212534517241599851e-07
6.001200240048008709e+04,-6.773330850105942550e-05,-3.437915427227206024e-03,-3.664652966850549115e-02,-4.706692540732243430e-08,4.091434348623688294e-02,5.461433792424596340e-02,4.819467374288646105e-03,1.143042399162109577e-07,4.312922282278441722e-06,-3.908512768825719010e-08,1.013632226067592956e+00,7.134323994686875281e-02,2.188687830118459208e-07,-5.900835471738563598e-01,4.463196750703758986e-01,-4.623701599269248314e-02,-1.267607063832610064e-04,-1.287891579987183225e-05,3.750051752317550318e-07
7.001400280056009069e+04,-6.770247680335925633e-05,7.855018628363200084e-03,-3.407906606402045374e-02,-4.412471136288781758e-08,3.405550792576721164e-02,5.917902969416408837e-02,4.270280136682731535e-03,-1.295634889287153661e-06,3.942697833724679503e-06,-3.463099075341282188e-08,9.921346858603191654e-01,3.947225676837828878e-01,3.144800341356187217e-07,-6.391911016493420084e-01,3.717885101773952261e-01,-5.219100211574023707e-02,-1.235724865110460376e-04,-5.424183636580232331e-05,4.232862107058802436e-07
8.001600320064011612e+04,-6.766595096520919056e-05,1.827160126213944746e-02,-2.782495550127875306e-02,-3.997037836386280979e-08,2.670063873854528966e-02,6.288184323934516151e-02,3.658896165326859431e-03,-2.587819692866457837e-06,3.101019318767241198e-06,-2.967252649925265557e-08,8.513413959670478315e-01,7.243460791436627799e-01,4.360928064533921169e-07,-6.789853664521195986e-01,2.918498483529193832e-01,-5.738424249108539654e-02,-1.049778702528500831e-04,-9.637125242187351303e-05,4.653933783849855654e-07
9.001800360072012700e+04,-6.762733183917982724e-05,2.637530259465499516e-02,-1.810000732394317566e-02,-3.433910766789490712e-08,1.895689197489672934e-02,6.566894187166255614e-02,2.994226201127383417e-03,-3.576689667327449693e-06,1.816330670217157180e-06,-2.428204530397442238e-08,5.770362763399212724e-01,1.004378351666434188e+00,5.771825738236686556e-07,-7.088879495466836600e-01,2.076697502977038756e-01,-6.174121498203147956e-02,-6.913661770704996278e-05,-1.320304248381958131e-04,5.007149565567162889e-07
