0.000000000000000000e+00,-4.302927805162961596e-04,-9.795521330236774959e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.119866976322504790e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.969507266209431395e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.681358743861927851e-04,0.000000000000000000e+00
1.136492783270826294e+03,-4.302927805162962138e-04,-9.795521051491961062e-01,-1.643268791730587207e-04,0.000000000000000000e+00,1.119866944455174401e-03,1.878656981124644944e-07,0.000000000000000000e+00,1.685937660523179646e-04,-4.969507124795375375e-01,0.000000000000000000e+00,-1.927437904024954993e-07,5.681358582191175111e-04,0.000000000000000000e+00
2.272985566541652588e+03,-4.302927805162961054e-04,-9.795520215257510488e-01,-3.286537489938295628e-04,0.000000000000000000e+00,1.119866848853183017e-03,3.757313855329830793e-07,0.000000000000000000e+00,3.371875370609590957e-04,-4.969506700553179557e-01,0.000000000000000000e+00,-3.854875864712770328e-07,5.681358097178883281e-04,0.000000000000000000e+00
3.409478349812478882e+03,-4.302927805162959428e-04,-9.795518821533399922e-01,-4.929806001100226149e-04,0.000000000000000000e+00,1.119866689516527602e-03,5.635970515696077274e-07,0.000000000000000000e+00,5.057813179822467226e-04,-4.969505993482757344e-01,0.000000000000000000e+00,-5.782313938726310052e-07,5.681357288824954782e-04,0.000000000000000000e+00
4.545971133083305176e+03,-4.302927805162959428e-04,-9.795516870319586067e-01,-6.573074231693443875e-04,0.000000000000000000e+00,1.119866466445203603e-03,7.514626855303862823e-07,0.000000000000000000e+00,6.743751137725046080e-04,-4.969505003583966074e-01,0.000000000000000000e+00,-7.709752182728442446e-07,5.681356157129225900e-04,0.000000000000000000e+00
5.682463916354130561e+03,-4.302927805162957259e-04,-9.795514361616013410e-01,-8.216342088194956723e-04,0.000000000000000000e+00,1.119866179639204297e-03,9.393282767233597056e-07,0.000000000000000000e+00,8.429689293880571112e-04,-4.969503730856606460e-01,0.000000000000000000e+00,-9.637190653382041617e-07,5.681354702091467868e-04,0.000000000000000000e+00
6.818956699624957764e+03,-4.302927805162955633e-04,-9.795511295422607567e-01,-9.859609477081694544e-04,0.000000000000000000e+00,1.119865829098521228e-03,1.127193814456560488e-06,0.000000000000000000e+00,1.011562769785229405e-03,-4.969502175300420377e-01,0.000000000000000000e+00,-1.156462940734998961e-06,5.681352923711386867e-04,0.000000000000000000e+00
7.955449482895784058e+03,-4.302927805162954549e-04,-9.795507671739278610e-01,-1.150287630483049503e-03,0.000000000000000000e+00,1.119865414823144204e-03,1.315059288038010427e-06,0.000000000000000000e+00,1.180156639920347745e-03,-4.969500336915094185e-01,0.000000000000000000e+00,-1.349206850129518542e-06,5.681350821988622943e-04,0.000000000000000000e+00
9.091942266166612171e+03,-4.302927805162950212e-04,-9.795503490565921068e-01,-1.314614247791808747e-03,0.000000000000000000e+00,1.119864936813060865e-03,1.502924686775718298e-06,0.000000000000000000e+00,1.348750544749739147e-03,-4.969498215700256516e-01,0.000000000000000000e+00,-1.541950799188053543e-06,5.681348396922752172e-04,0.000000000000000000e+00
1.022843504943743756e+04,-4.302927805162948586e-04,-9.795498751902409484e-01,-1.478940790282105584e-03,0.000000000000000000e+00,1.119864395068257334e-03,1.690789999977677838e-06,0.000000000000000000e+00,1.517344489229732795e-03,-4.969495811655478823e-01,0.000000000000000000e+00,-1.734694793576896512e-06,5.681345648513284495e-04,0.000000000000000000e+00
1.136492783270826476e+04,-4.302927805162946417e-04,-9.795493455748607303e-01,-1.643267248601584752e-03,0.000000000000000000e+00,1.119863789588717564e-03,1.878655216951865212e-06,0.000000000000000000e+00,1.685938478316658957e-03,-4.969493124780274829e-01,0.000000000000000000e+00,-1.927438838962341686e-06,5.681342576759664800e-04,0.000000000000000000e+00
1.250142061597909196e+04,-4.302927805162943707e-04,-9.795487602104356872e-01,-1.807593613397872993e-03,0.000000000000000000e+00,1.119863120374423992e-03,2.066520327006237312e-06,0.000000000000000000e+00,1.854532516966849636e-03,-4.969490155074102189e-01,0.000000000000000000e+00,-2.120182941010685636e-06,5.681339181661272924e-04,0.000000000000000000e+00
